sample_code,Treg_cluster
TCGA-2G-AAH4,0
TCGA-CX-7086,0
TCGA-ET-A25L,1
TCGA-UZ-A9PZ,1
TCGA-A8-A0A9,0
TCGA-DE-A2OL,1
TCGA-G7-A4TM,0
TCGA-BQ-7060,0
TCGA-DD-A4NS,0
TCGA-B0-4697,0
TCGA-QR-A6GO,1
TCGA-CV-7255,0
TCGA-AX-A3FS,1
TCGA-BH-A1FB,0
TCGA-44-8119,0
TCGA-13-0886,0
TCGA-B8-A54E,0
TCGA-BP-4759,0
TCGA-GN-A262,1
TCGA-FG-A713,1
TCGA-24-2288,0
TCGA-V4-A9EZ,1
TCGA-VS-A9V2,0
TCGA-VS-A94Y,1
TCGA-F4-6461,0
TCGA-90-A4EE,0
TCGA-C5-A8ZZ,1
TCGA-MQ-A6BS,0
TCGA-CD-8533,1
TCGA-HT-A5RA,1
TCGA-E1-A7YL,1
TCGA-DD-A1EJ,1
TCGA-A2-A04T,0
TCGA-DK-A1A6,0
TCGA-A3-3319,0
TCGA-CG-5722,0
TCGA-09-1670,1
TCGA-DD-AADI,0
TCGA-V4-A9F0,1
TCGA-FC-7961,1
TCGA-CC-A7IG,1
TCGA-MR-A8JO,0
TCGA-BQ-5880,0
TCGA-GC-A3YS,0
TCGA-OR-A5LG,1
TCGA-VD-A8KH,1
TCGA-EE-A3JB,0
TCGA-CJ-4918,0
TCGA-K4-A54R,0
TCGA-A8-A07J,1
TCGA-E9-A229,0
TCGA-L5-A4OU,0
TCGA-X9-A971,1
TCGA-KK-A7AU,1
TCGA-A2-A0SX,0
TCGA-57-1994,0
TCGA-ER-A19E,1
TCGA-KK-A8I4,0
TCGA-UZ-A9PM,0
TCGA-BH-A0DD,0
TCGA-US-A776,1
TCGA-BR-8484,0
TCGA-55-7724,0
TCGA-F4-6703,0
TCGA-HU-A4G8,0
TCGA-D5-5537,1
TCGA-BC-A10W,1
TCGA-58-A46J,0
TCGA-44-6776,0
TCGA-49-4514,0
TCGA-B0-5696,0
TCGA-05-4396,0
TCGA-XM-A8RL,0
TCGA-EJ-7789,1
TCGA-85-A50Z,0
TCGA-FS-A1ZT,0
TCGA-B2-3923,1
TCGA-55-8204,0
TCGA-BP-5183,0
TCGA-KN-8428,1
TCGA-QS-A5YR,0
TCGA-L4-A4E6,0
TCGA-L5-A8NJ,1
TCGA-DX-A1L0,1
TCGA-06-1804,1
TCGA-VS-A9UJ,1
TCGA-25-2392,0
TCGA-XD-AAUH,0
TCGA-AX-A3FW,1
TCGA-77-8008,0
TCGA-BH-A2L8,0
TCGA-HU-A4GC,0
TCGA-EB-A5SE,1
TCGA-BH-A0B6,0
TCGA-AA-3492,0
TCGA-FV-A3I0,1
TCGA-24-1551,0
TCGA-CG-5726,1
TCGA-CS-5396,1
TCGA-CZ-5457,0
TCGA-CN-6998,0
TCGA-BB-7866,0
TCGA-31-1959,0
TCGA-HD-7832,0
TCGA-Y8-A895,1
TCGA-QR-A6H1,1
TCGA-AC-A2FB,0
TCGA-14-0790,1
TCGA-BH-A0BS,1
TCGA-DJ-A4UL,0
TCGA-AA-3531,0
TCGA-AB-2956,0
TCGA-CD-A48C,0
TCGA-FF-8046,0
TCGA-TS-A7P1,0
TCGA-75-6205,0
TCGA-FP-8099,0
TCGA-ZJ-AAXI,0
TCGA-B6-A0IG,0
TCGA-XN-A8T5,0
TCGA-DD-AAVV,0
TCGA-EJ-7793,1
TCGA-AA-3496,0
TCGA-23-1022,1
TCGA-QR-A7IN,1
TCGA-ZF-AA4N,0
TCGA-GC-A3RC,0
TCGA-DJ-A13T,1
TCGA-QR-A6GT,1
TCGA-AX-A3FX,0
TCGA-CJ-4923,0
TCGA-ES-A2HT,0
TCGA-G4-6625,0
TCGA-EJ-7797,1
TCGA-98-A538,0
TCGA-ET-A3BO,0
TCGA-EB-A5VV,0
TCGA-KP-A3W0,0
TCGA-CV-6436,0
TCGA-XM-A8RC,0
TCGA-EJ-7782,1
TCGA-HW-8322,1
TCGA-BP-4159,0
TCGA-Q1-A6DT,1
TCGA-KN-8424,1
TCGA-85-6561,0
TCGA-L5-A8NN,0
TCGA-ZF-A9RL,1
TCGA-25-1633,0
TCGA-25-2396,0
TCGA-OL-A66L,0
TCGA-BH-A0DO,1
TCGA-HC-A8CY,0
TCGA-X6-A8C5,0
TCGA-B9-4115,1
TCGA-FK-A4UB,1
TCGA-DM-A28E,1
TCGA-S9-A6U9,1
TCGA-5R-AA1C,1
TCGA-CK-6747,0
TCGA-73-4662,0
TCGA-Y8-A8S1,0
TCGA-W5-AA2I,1
TCGA-CJ-5680,1
TCGA-34-5234,0
TCGA-EJ-7786,0
TCGA-3U-A98I,1
TCGA-A6-5667,1
TCGA-HT-7676,1
TCGA-IB-8126,0
TCGA-XF-A9T0,0
TCGA-BC-A216,1
TCGA-FW-A5DX,1
TCGA-HZ-7920,0
TCGA-62-A46O,1
TCGA-04-1517,1
TCGA-G3-AAV1,1
TCGA-HT-7469,1
TCGA-GL-7966,0
TCGA-56-7822,0
TCGA-75-7030,0
TCGA-LL-A73Y,0
TCGA-B0-5705,1
TCGA-BC-A10X,1
TCGA-UY-A78M,1
TCGA-BH-A0DK,0
TCGA-GC-A4ZW,1
TCGA-IN-8462,0
TCGA-MI-A75I,1
TCGA-25-1628,0
TCGA-85-A4JB,0
TCGA-62-A472,0
TCGA-30-1714,1
TCGA-NJ-A55R,0
TCGA-23-1026,0
TCGA-VQ-A8E3,0
TCGA-F5-6702,0
TCGA-67-3771,0
TCGA-EL-A3N2,1
TCGA-VS-A9UQ,0
TCGA-BH-A0BG,0
TCGA-AJ-A23N,1
TCGA-W5-AA34,1
TCGA-CA-5255,1
TCGA-DD-A39W,1
TCGA-CK-4947,0
TCGA-HW-A5KK,1
TCGA-FD-A3B3,0
TCGA-IE-A6BZ,1
TCGA-AB-2808,0
TCGA-G2-A2ES,0
TCGA-BP-4763,0
TCGA-V1-A8MU,0
TCGA-G6-A8L8,0
TCGA-56-8307,0
TCGA-CV-7434,0
TCGA-32-2634,1
TCGA-G5-6233,1
TCGA-E9-A1RH,1
TCGA-62-8395,0
TCGA-HU-A4GH,1
TCGA-24-2261,0
TCGA-AN-A0AT,0
TCGA-13-0800,1
TCGA-3U-A98H,0
TCGA-77-8136,0
TCGA-D1-A2G0,0
TCGA-AG-3731,0
TCGA-ET-A40P,1
TCGA-13-0765,1
TCGA-CW-5589,0
TCGA-VQ-A8E0,0
TCGA-66-2756,0
TCGA-FA-A6HN,0
TCGA-61-1998,1
TCGA-23-1029,1
TCGA-HV-A5A3,0
TCGA-BP-5200,0
TCGA-AZ-6600,0
TCGA-E2-A14U,1
TCGA-AD-6888,1
TCGA-KB-A93G,0
TCGA-F4-6809,0
TCGA-EJ-7321,0
TCGA-VS-A9UV,1
TCGA-50-5051,0
TCGA-BP-5000,0
TCGA-44-6147,0
TCGA-B0-5108,0
TCGA-CK-5914,0
TCGA-HT-7478,1
TCGA-23-1030,1
TCGA-5P-A9K6,0
TCGA-VS-A8EG,0
TCGA-D1-A3JP,0
TCGA-IZ-8195,1
TCGA-43-8116,0
TCGA-18-3410,0
TCGA-BR-7704,0
TCGA-61-2003,0
TCGA-MW-A4EC,0
TCGA-A3-3343,0
TCGA-L5-A4OM,0
TCGA-WB-A80Q,1
TCGA-BP-5191,0
TCGA-EX-A69L,0
TCGA-FJ-A871,1
TCGA-WB-A817,1
TCGA-55-A48Y,0
TCGA-BJ-A45F,1
TCGA-CC-A9FW,0
TCGA-AK-3447,1
TCGA-Q1-A73O,0
TCGA-D5-6532,1
TCGA-QR-A70J,0
TCGA-CC-A9FU,0
TCGA-VS-A8QC,0
TCGA-W3-AA1O,1
TCGA-86-A456,0
TCGA-33-AASB,1
TCGA-EA-A5ZE,0
TCGA-XT-AASU,0
TCGA-VS-A8EK,0
TCGA-B9-4617,1
TCGA-RW-A8AZ,1
TCGA-50-5068,0
TCGA-NK-A5CR,1
TCGA-NJ-A55A,0
TCGA-ZS-A9CF,1
TCGA-AR-A24Q,0
TCGA-D3-A2J7,0
TCGA-BB-7862,1
TCGA-P8-A5KD,1
TCGA-56-7580,0
TCGA-AR-A0U0,0
TCGA-S4-A8RM,0
TCGA-DU-A5TW,1
TCGA-24-2038,1
TCGA-DX-AB2S,0
TCGA-G9-6329,0
TCGA-IB-7890,1
TCGA-GD-A3OP,0
TCGA-90-7769,1
TCGA-CR-6467,0
TCGA-S9-A6TX,1
TCGA-BH-A0DP,0
TCGA-OR-A5JC,1
TCGA-GS-A9TV,0
TCGA-IG-A97H,0
TCGA-37-4135,0
TCGA-RY-A83Z,1
TCGA-06-AABW,1
TCGA-44-3398,0
TCGA-JX-A5QV,0
TCGA-CN-6988,1
TCGA-BD-A3EP,0
TCGA-DX-A8BQ,0
TCGA-EW-A1P5,0
TCGA-QR-A6GS,1
TCGA-HD-8635,0
TCGA-FD-A3SL,1
TCGA-ET-A39L,1
TCGA-BH-A1FN,1
TCGA-TS-A8AF,0
TCGA-2G-AAHL,0
TCGA-J8-A3YH,0
TCGA-EK-A2GZ,0
TCGA-N5-A4RM,1
TCGA-P3-A6T2,1
TCGA-MM-A564,0
TCGA-3L-AA1B,0
TCGA-CV-7103,0
TCGA-J4-A6G3,0
TCGA-06-0141,1
TCGA-DQ-7596,0
TCGA-HZ-8002,0
TCGA-3A-A9IH,0
TCGA-B5-A3FC,0
TCGA-BJ-A0ZC,1
TCGA-98-8020,0
TCGA-CV-5970,0
TCGA-DX-AB2G,0
TCGA-A7-A4SE,0
TCGA-A1-A0SJ,0
TCGA-J2-A4AG,0
TCGA-EI-6510,0
TCGA-G4-6588,1
TCGA-RC-A7S9,0
TCGA-GS-A9TZ,0
TCGA-22-5471,0
TCGA-EJ-5501,1
TCGA-VQ-A91V,0
TCGA-CV-7425,0
TCGA-EK-A2R9,0
TCGA-QR-A6H4,1
TCGA-BH-A201,1
TCGA-66-2744,0
TCGA-61-2016,0
TCGA-BH-A0H9,1
TCGA-CN-4733,0
TCGA-IR-A3LL,0
TCGA-05-4405,0
TCGA-06-0125,1
TCGA-XU-A92Z,1
TCGA-V4-A9E5,1
TCGA-DD-AA3A,1
TCGA-13-0885,0
TCGA-DU-8165,1
TCGA-FP-A4BF,0
TCGA-CV-6961,1
TCGA-ZB-A964,1
TCGA-Y8-A8RZ,1
TCGA-CR-5243,0
TCGA-KL-8326,0
TCGA-RQ-A68N,0
TCGA-22-4609,0
TCGA-B6-A0RP,0
TCGA-ZB-A96C,0
TCGA-D8-A27V,0
TCGA-ZF-AA4V,0
TCGA-50-5944,0
TCGA-RD-A8N1,0
TCGA-BR-8687,0
TCGA-49-6742,1
TCGA-OR-A5JV,1
TCGA-ED-A7PY,1
TCGA-EM-A2CO,1
TCGA-CZ-5454,1
TCGA-BR-A4IY,0
TCGA-50-6673,0
TCGA-V1-A9OQ,0
TCGA-FG-A6IZ,1
TCGA-CV-7178,1
TCGA-C5-A1M5,0
TCGA-DQ-7592,0
TCGA-CR-7372,0
TCGA-EM-A3AN,1
TCGA-YL-A9WI,1
TCGA-EM-A2OZ,1
TCGA-55-7727,0
TCGA-GC-A3BM,0
TCGA-TQ-A7RP,1
TCGA-AO-A03P,1
TCGA-59-2351,0
TCGA-OU-A5PI,1
TCGA-XU-A92Q,0
TCGA-77-8153,1
TCGA-MS-A51U,0
TCGA-L5-A88Y,0
TCGA-K4-A5RI,0
TCGA-FY-A3WA,1
TCGA-XF-AAMW,0
TCGA-WX-AA46,1
TCGA-AB-3012,0
TCGA-CN-4722,0
TCGA-EL-A3ZM,1
TCGA-DJ-A13X,1
TCGA-DX-A1L3,0
TCGA-2Z-A9JN,1
TCGA-AR-A1AM,0
TCGA-HT-8113,1
TCGA-13-0890,0
TCGA-VF-A8AE,0
TCGA-DH-A7UT,1
TCGA-A6-6138,0
TCGA-DU-5871,1
TCGA-CV-7238,0
TCGA-AB-2841,0
TCGA-EL-A3T7,1
TCGA-55-6980,0
TCGA-SN-A6IS,0
TCGA-VF-A8A9,0
TCGA-CN-5367,1
TCGA-QU-A6IN,1
TCGA-DX-A3LS,0
TCGA-86-8279,1
TCGA-W2-A7HB,1
TCGA-E7-A6MD,0
TCGA-CR-5250,0
TCGA-B0-5100,1
TCGA-EJ-7218,1
TCGA-ET-A2N5,1
TCGA-XK-AAJR,1
TCGA-2A-AAYF,1
TCGA-BP-4991,0
TCGA-44-3917,0
TCGA-2G-AALF,0
TCGA-EP-A3RK,1
TCGA-ER-A199,0
TCGA-A4-7288,1
TCGA-75-5125,0
TCGA-BR-4369,0
TCGA-EJ-7123,1
TCGA-B0-5400,0
TCGA-G4-6317,1
TCGA-HU-8244,1
TCGA-25-2404,0
TCGA-CV-7437,1
TCGA-61-2095,0
TCGA-OL-A5S0,0
TCGA-EL-A3T3,1
TCGA-K7-A5RG,0
TCGA-ZG-A9LU,0
TCGA-13-0768,0
TCGA-FR-A7U8,1
TCGA-B8-5552,0
TCGA-FP-7735,1
TCGA-C5-A7X8,0
TCGA-EE-A2GO,1
TCGA-21-1078,1
TCGA-B0-5120,0
TCGA-EA-A3HS,0
TCGA-SG-A6Z4,1
TCGA-VD-AA8R,1
TCGA-3B-A9HZ,0
TCGA-CJ-4873,0
TCGA-77-7335,0
TCGA-SX-A7SL,1
TCGA-BH-A1EX,0
TCGA-HW-8321,1
TCGA-CK-4952,1
TCGA-G4-6309,0
TCGA-EZ-7264,1
TCGA-X7-A8M0,0
TCGA-E8-A433,0
TCGA-IN-A6RR,0
TCGA-55-8615,1
TCGA-HZ-A4BK,0
TCGA-BH-A0B2,0
TCGA-MP-A4TF,0
TCGA-G2-A2EO,0
TCGA-D6-A6EO,1
TCGA-29-1778,0
TCGA-EB-A24C,1
TCGA-F1-A448,0
TCGA-A7-A0CJ,1
TCGA-CS-6666,1
TCGA-B5-A3FB,1
TCGA-BP-4776,0
TCGA-CM-5868,1
TCGA-WC-A885,1
TCGA-D1-A3DA,1
TCGA-P4-AAVO,1
TCGA-NC-A5HK,0
TCGA-VQ-A91Z,1
TCGA-DX-A8BR,1
TCGA-W5-AA2X,1
TCGA-BJ-A291,1
TCGA-IR-A3LH,0
TCGA-KO-8410,0
TCGA-BH-A0H0,1
TCGA-LN-A4A9,0
TCGA-LL-A5YO,0
TCGA-E9-A1N3,1
TCGA-DC-6156,0
TCGA-QU-A6IP,1
TCGA-FI-A3PV,1
TCGA-V1-A9O9,0
TCGA-FS-A1Z3,1
TCGA-AN-A0FW,0
TCGA-VQ-A8PH,0
TCGA-AC-A6IX,0
TCGA-XF-A8HH,1
TCGA-EB-A551,0
TCGA-EL-A4K2,0
TCGA-HW-7491,1
TCGA-FS-A1ZD,1
TCGA-86-7701,0
TCGA-EJ-A8FO,1
TCGA-GN-A267,0
TCGA-A3-3320,0
TCGA-EM-A3O7,1
TCGA-D3-A8GP,1
TCGA-L9-A443,0
TCGA-VQ-A91Y,0
TCGA-G3-A7M6,0
TCGA-ZB-A96E,0
TCGA-D3-A2JF,0
TCGA-66-2767,0
TCGA-MR-A520,1
TCGA-X7-A8M4,0
TCGA-FD-A3B7,0
TCGA-E1-5307,1
TCGA-78-8660,0
TCGA-C5-A1M9,0
TCGA-KL-8325,1
TCGA-EE-A2MC,0
TCGA-EE-A2MJ,0
TCGA-K4-A3WU,0
TCGA-AG-4021,1
TCGA-BH-A1FU,0
TCGA-E2-A156,1
TCGA-CS-6669,1
TCGA-EL-A3GW,1
TCGA-EM-A2CL,1
TCGA-CF-A47V,1
TCGA-AR-A24R,0
TCGA-VM-A8CE,1
TCGA-3B-A9I3,0
TCGA-3H-AB3O,0
TCGA-J4-A67L,0
TCGA-E2-A1LH,0
TCGA-JW-A69B,0
TCGA-HT-7481,1
TCGA-AB-2894,0
TCGA-NC-A5HO,0
TCGA-QQ-A5VA,0
TCGA-CG-5734,0
TCGA-BF-A1PZ,1
TCGA-AB-2844,1
TCGA-AB-2828,1
TCGA-XQ-A8TA,1
TCGA-78-7148,0
TCGA-DU-8163,1
TCGA-FS-A4FB,1
TCGA-D8-A1JP,0
TCGA-24-0970,1
TCGA-AB-2954,0
TCGA-WE-A8ZO,0
TCGA-24-1424,1
TCGA-EB-A44Q,0
TCGA-AN-A0FS,1
TCGA-77-8154,1
TCGA-2G-AAFM,0
TCGA-CH-5769,1
TCGA-WE-A8ZX,0
TCGA-AC-A3TM,0
TCGA-BH-A0DG,0
TCGA-G9-6499,1
TCGA-CV-7446,0
TCGA-G8-6909,0
TCGA-DJ-A2PY,1
TCGA-DK-A3X1,1
TCGA-G9-6365,1
TCGA-B9-A5W7,1
TCGA-C8-A12K,0
TCGA-06-0210,1
TCGA-AD-6964,0
TCGA-37-A5EL,1
TCGA-BR-7716,0
TCGA-26-1442,1
TCGA-B0-4688,1
TCGA-J4-A67O,1
TCGA-G4-6295,0
TCGA-RD-A8NB,0
TCGA-B2-4101,0
TCGA-BQ-7048,0
TCGA-DG-A2KJ,0
TCGA-67-6215,0
TCGA-55-A490,0
TCGA-4Z-AA81,0
TCGA-CF-A3MG,1
TCGA-QR-A708,1
TCGA-CS-4942,1
TCGA-BR-A4PE,0
TCGA-NH-A50T,1
TCGA-AG-3725,0
TCGA-FE-A237,0
TCGA-2G-AAFI,0
TCGA-ZS-A9CE,1
TCGA-AR-A250,0
TCGA-HC-7230,1
TCGA-S5-AA26,1
TCGA-HT-8110,1
TCGA-D8-A1JG,0
TCGA-KL-8337,1
TCGA-ZF-A9R4,1
TCGA-E2-A152,1
TCGA-B0-5701,1
TCGA-GN-A26C,0
TCGA-HC-A6AL,0
TCGA-AR-A24V,1
TCGA-91-6849,0
TCGA-85-8070,1
TCGA-A2-A0CR,0
TCGA-AK-3429,0
TCGA-PC-A5DL,0
TCGA-JV-A5VF,1
TCGA-AH-6903,1
TCGA-S9-A6U1,1
TCGA-YC-A9TC,1
TCGA-BS-A0V4,1
TCGA-AN-A0FX,1
TCGA-DD-AAC9,0
TCGA-Q1-A5R3,0
TCGA-AC-A62V,1
TCGA-G3-AAV0,1
TCGA-ET-A39O,0
TCGA-G9-6369,1
TCGA-FK-A3S3,1
TCGA-G2-A2EC,0
TCGA-AK-3455,0
TCGA-HC-7211,1
TCGA-2Z-A9J3,1
TCGA-GF-A3OT,0
TCGA-GM-A3XN,0
TCGA-US-A77J,0
TCGA-C8-A275,0
TCGA-UD-AAC7,0
TCGA-4L-AA1F,0
TCGA-AK-3433,1
TCGA-DD-AAD8,1
TCGA-AO-A129,0
TCGA-P3-A6T3,1
TCGA-ER-A19G,0
TCGA-R5-A7ZR,0
TCGA-CV-A468,0
TCGA-EJ-5516,1
TCGA-DD-A113,1
TCGA-DX-A8BV,1
TCGA-EY-A2OO,1
TCGA-YF-AA3L,1
TCGA-BR-8059,0
TCGA-EL-A3MZ,1
TCGA-CD-8527,0
TCGA-ET-A40Q,0
TCGA-BH-A1F8,1
TCGA-G3-AAV3,0
TCGA-QK-A6V9,0
TCGA-A3-3306,0
TCGA-CC-A8HV,1
TCGA-D8-A1JK,0
TCGA-HC-A8D1,0
TCGA-ZF-A9R0,1
TCGA-DU-7008,1
TCGA-A8-A08X,0
TCGA-AB-2949,0
TCGA-EI-6882,0
TCGA-MK-A4N6,0
TCGA-AZ-4315,1
TCGA-DD-AADO,0
TCGA-A4-A4ZT,1
TCGA-3M-AB46,0
TCGA-DX-A48R,1
TCGA-F4-6855,1
TCGA-EB-A85I,0
TCGA-DX-A7ET,0
TCGA-CJ-4869,0
TCGA-AA-3506,0
TCGA-3A-A9I9,0
TCGA-A4-8098,0
TCGA-BR-8286,0
TCGA-F2-6879,0
TCGA-IN-A7NT,1
TCGA-G3-A3CJ,1
TCGA-SR-A6MU,1
TCGA-ZG-A9LM,0
TCGA-EB-A4OZ,0
TCGA-J8-A3YD,1
TCGA-06-0743,1
TCGA-E9-A1R6,1
TCGA-R5-A7ZI,0
TCGA-AJ-A3NC,1
TCGA-4V-A9QI,0
TCGA-BT-A42C,1
TCGA-AB-2955,0
TCGA-G3-A25X,0
TCGA-B2-5641,1
TCGA-BP-4983,0
TCGA-B4-5378,1
TCGA-5L-AAT1,0
TCGA-IG-A3I8,1
TCGA-HG-A2PA,0
TCGA-A8-A09A,0
TCGA-BQ-7056,1
TCGA-BR-6801,1
TCGA-F9-A4JJ,0
TCGA-IQ-A61I,0
TCGA-CV-A6K2,0
TCGA-5P-A9JZ,1
TCGA-HD-A6I0,0
TCGA-EL-A3D4,1
TCGA-91-6835,0
TCGA-WC-A87W,1
TCGA-FA-A82F,0
TCGA-EM-A3AR,1
TCGA-HW-8319,1
TCGA-E2-A1IJ,0
TCGA-HB-A3L4,1
TCGA-3A-A9IB,0
TCGA-G7-6792,0
TCGA-ET-A3DW,1
TCGA-31-1946,0
TCGA-02-0055,1
TCGA-BD-A2L6,0
TCGA-B2-5639,0
TCGA-GK-A6C7,0
TCGA-30-1857,0
TCGA-V1-A9ZK,1
TCGA-EL-A4K7,1
TCGA-ZG-A9LY,1
TCGA-DJ-A1QI,1
TCGA-B5-A1MW,1
TCGA-DJ-A2PQ,1
TCGA-OR-A5KO,1
TCGA-43-5670,1
TCGA-13-0720,1
TCGA-EM-A22M,0
TCGA-V4-A9ES,1
TCGA-J4-A67K,0
TCGA-A3-3359,0
TCGA-HT-7482,1
TCGA-CV-6962,1
TCGA-EA-A50E,0
TCGA-21-1082,0
TCGA-KL-8336,0
TCGA-BG-A3PP,1
TCGA-35-4123,0
TCGA-A2-A4RY,0
TCGA-QH-A6CW,1
TCGA-UF-A7JT,0
TCGA-HC-7737,0
TCGA-AL-3466,0
TCGA-R5-A805,0
TCGA-A2-A0SY,0
TCGA-A7-A0CE,0
TCGA-AB-2820,0
TCGA-98-A53J,1
TCGA-DU-5872,1
TCGA-AO-A126,0
TCGA-EM-A4FF,0
TCGA-CJ-4878,1
TCGA-CH-5792,0
TCGA-DD-A11D,1
TCGA-DU-5870,1
TCGA-AO-A0J6,0
TCGA-L6-A4EP,1
TCGA-44-6779,0
TCGA-DD-AACK,1
TCGA-D8-A27F,1
TCGA-D3-A3C8,0
TCGA-AB-2836,0
TCGA-56-7579,1
TCGA-EA-A556,1
TCGA-MJ-A68J,0
TCGA-DD-A118,1
TCGA-VS-A9V3,0
TCGA-UC-A7PG,0
TCGA-KD-A5QS,1
TCGA-BQ-7061,1
TCGA-A5-A3LP,0
TCGA-25-1627,1
TCGA-63-A5MJ,0
TCGA-50-5936,0
TCGA-EW-A2FV,0
TCGA-V4-A9E8,0
TCGA-CR-7379,0
TCGA-31-1950,0
TCGA-AY-6386,0
TCGA-D7-A74A,0
TCGA-TM-A84S,1
TCGA-B0-4701,0
TCGA-33-4538,0
TCGA-DW-7841,0
TCGA-GU-A42P,1
TCGA-AO-A03R,0
TCGA-G7-6796,0
TCGA-E9-A54X,1
TCGA-AO-A0JB,0
TCGA-2F-A9KP,1
TCGA-A2-A1G1,0
TCGA-AC-A3W5,0
TCGA-A6-5661,0
TCGA-DJ-A1QF,1
TCGA-N8-A4PO,1
TCGA-KL-8338,1
TCGA-LN-A4A2,1
TCGA-AB-3007,0
TCGA-J4-A83N,1
TCGA-XM-A8R9,0
TCGA-WB-A80K,1
TCGA-CA-5797,1
TCGA-D3-A3C7,0
TCGA-A7-A13G,1
TCGA-V4-A9EW,1
TCGA-2G-AALY,0
TCGA-14-1034,1
TCGA-EM-A4FQ,0
TCGA-VS-A9UH,0
TCGA-B0-4691,0
TCGA-EE-A17X,1
TCGA-CN-A6V3,0
TCGA-G3-AAV7,1
TCGA-CU-A3QU,1
TCGA-ER-A19D,0
TCGA-C8-A1HJ,0
TCGA-24-0966,1
TCGA-AC-A3EH,1
TCGA-12-3652,1
TCGA-A3-A6NN,0
TCGA-HD-A6HZ,1
TCGA-D8-A1Y1,1
TCGA-BR-8677,0
TCGA-BQ-5891,1
TCGA-AO-A03V,1
TCGA-RY-A845,1
TCGA-CJ-5689,0
TCGA-DK-AA6Q,0
TCGA-DD-A4NI,0
TCGA-50-5932,0
TCGA-EY-A1GP,0
TCGA-EJ-5515,1
TCGA-76-4927,1
TCGA-FG-8182,1
TCGA-CV-7245,1
TCGA-CV-7406,0
TCGA-A2-A4S3,0
TCGA-ZM-AA05,0
TCGA-26-5132,1
TCGA-A3-3363,0
TCGA-DZ-6133,1
TCGA-X6-A8C4,1
TCGA-G9-6496,1
TCGA-VS-A9UD,0
TCGA-ZB-A96M,0
TCGA-JX-A3PZ,0
TCGA-36-1574,1
TCGA-DD-AADL,1
TCGA-BH-A0E0,0
TCGA-FB-AAPZ,0
TCGA-98-A53A,0
TCGA-EU-5905,0
TCGA-CZ-5985,0
TCGA-N9-A4Q4,1
TCGA-55-6969,0
TCGA-04-1331,1
TCGA-77-7138,0
TCGA-W3-AA21,1
TCGA-24-1423,1
TCGA-V1-A8WV,0
TCGA-D7-6525,0
TCGA-91-8497,0
TCGA-A5-A7WJ,1
TCGA-ZF-A9RN,0
TCGA-NC-A5HL,0
TCGA-FS-A1ZY,1
TCGA-L3-A524,0
TCGA-C5-A1MP,0
TCGA-BR-A4J1,1
TCGA-CC-A5UD,1
TCGA-IN-A6RO,0
TCGA-C8-A12U,0
TCGA-E6-A2P8,0
TCGA-RS-A6TO,0
TCGA-X6-A7WD,1
TCGA-KP-A3W1,0
TCGA-A2-A0EN,0
TCGA-GV-A3QI,1
TCGA-W5-AA2H,0
TCGA-DX-A6YX,1
TCGA-3X-AAVB,0
TCGA-FB-AAPU,0
TCGA-VQ-A8PO,0
TCGA-DD-AAE6,1
TCGA-J1-A4AH,1
TCGA-EJ-7328,0
TCGA-HT-A74O,1
TCGA-B0-5081,0
TCGA-33-AASL,0
TCGA-CW-5587,0
TCGA-CG-4301,0
TCGA-BA-5149,0
TCGA-FG-6688,1
TCGA-H9-7775,1
TCGA-E9-A1R2,0
TCGA-E9-A3X8,0
TCGA-AB-3008,0
TCGA-E9-A1N4,0
TCGA-G9-6339,1
TCGA-A8-A08L,0
TCGA-A7-A3RF,1
TCGA-CZ-5470,1
TCGA-AA-3712,0
TCGA-53-A4EZ,0
TCGA-78-7162,0
TCGA-IG-A51D,0
TCGA-FD-A5BU,0
TCGA-68-8251,0
TCGA-ER-A19K,0
TCGA-B0-4847,0
TCGA-VQ-A8PP,0
TCGA-MQ-A4LC,0
TCGA-F4-6808,1
TCGA-76-4932,1
TCGA-DX-A8BJ,1
TCGA-A2-A0D4,1
TCGA-HT-7689,1
TCGA-EW-A1IW,0
TCGA-FY-A4B3,1
TCGA-CV-6003,1
TCGA-21-1081,1
TCGA-AO-A03M,0
TCGA-D7-6521,0
TCGA-58-8391,1
TCGA-56-8308,0
TCGA-B6-A0IQ,0
TCGA-62-8398,0
TCGA-BH-A1FG,1
TCGA-AR-A0TS,0
TCGA-66-2754,1
TCGA-CJ-5686,0
TCGA-A2-A0CM,0
TCGA-FD-A3NA,0
TCGA-FL-A1YU,1
TCGA-85-A4QQ,0
TCGA-13-0795,0
TCGA-44-6144,0
TCGA-A8-A06X,0
TCGA-KF-A41W,0
TCGA-EJ-7785,0
TCGA-FG-7638,1
TCGA-QB-AA9O,0
TCGA-GR-7353,0
TCGA-BH-A18S,0
TCGA-44-2665,0
TCGA-UD-AAC4,1
TCGA-KB-A93J,0
TCGA-49-AAR4,0
TCGA-29-1763,1
TCGA-22-4601,0
TCGA-DU-7013,1
TCGA-CG-4440,1
TCGA-EB-A3Y6,1
TCGA-63-A5MB,0
TCGA-OR-A5JP,1
TCGA-QF-A5YT,1
TCGA-BP-5001,0
TCGA-A6-5662,1
TCGA-G9-6348,0
TCGA-32-1970,1
TCGA-61-2111,0
TCGA-BP-4968,0
TCGA-DK-AA76,1
TCGA-BP-4770,0
TCGA-DJ-A3V4,1
TCGA-L5-A4OO,0
